518995791497187_1079401298789964,https://www.facebook.com/VisualizationStudio/posts/1079401375456623,"Enjoy the festivities in peace with your loved ones and have a great 2016! This is a view of the universe at its grandest scale. Every dot is a galactic-sized object or quasar. We are looking at the universe billions of years into the past and billions of light light years away. The dark bands are regions occluded by the plane of the Milky Way. The view is powered by Visualization Studio VIC and Uniview. For a video tour of the universe including this view, please visit: https://www.facebook.com/VisualizationStudio/videos/1079237302139697/",Photo,,,"12/21/2015 09:06:36 AM"," ",0,0,0,0,0,0,20,,8,,,,9,,,13,23,,,13,,,,23,,0,0,,,,,0,0,0,0,10,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1079237302139697,https://www.facebook.com/VisualizationStudio/videos/1079237302139697/,"YAAAAY! We hit 1000 likes just in time for the holidays. Enjoy this time in peace with your loved ones! We celebrate this milestone with a short tour of the universe guided by our Associate Profesor Mario Romero and powered by our 4K screen running Uniview. Thank you for a wonderful 2015! 

We thank Ronald Bernette for the production of this video.",Video,,,"12/21/2015 03:51:08 AM"," ",5131,5131,0,11124,11124,0,459,17,166,,19,24,242,,71,381,713,2,252,70,139,2,449,106,156,0,0,,,,,2562,499,0,0,159,62164,206,198,0,0,412051,1,0.5176,0.3438,0.2838,0.2525,0.2299,0.2025,0.1817,0.166,0.1565,0.1439,0.1356,0.1312,0.1221,0.1204,0.1165,0.1126,0.1117,0.1091,0.1069,0.1047,0.1047,0.1039,0.1034,0.1017,0.1026,0.103,0.1008,0.1004,0.0982,0.0982,0.0969,0.096,0.0943,0.0926,0.09,0.09,0.0874,0.0895,0.09,0.0317,2478,1900,0,0
518995791497187_1078273468902747,https://www.facebook.com/VisualizationStudio/posts/1078273468902747:0,"Björn highlighting exoplanets within 30 parsecs.",Photo,,,"12/19/2015 08:32:51 AM"," ",412,412,0,1218,1218,0,42,,17,,,,17,,,30,52,,8,25,,,12,40,,0,0,,,,,1026,268,0,0,28,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1076721659057928,https://www.facebook.com/VisualizationStudio/posts/1076721659057928:0,"Our students in co-operative IT-design and business development showcasing their projects to clients from COOP, KI/KS and DS. Very impressive results!",Photo,,,"12/16/2015 05:48:23 AM"," ",267,267,0,953,953,0,29,,4,,,,4,,,27,59,,6,27,,,11,48,,0,0,,,,,845,187,0,0,17,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1076392235757537,http://www.facebook.com/media/set/?set=ms.c.eJwzNDA3M7Y0MjKxNLA0sDCz1DOECZiaA6GxGUIADA2MAQPPCiM%7E-.bps.a.1076392235757537.1073741880.518995791497187&amp;type=1,"Master thesis work by Terese Nothnagel in embodied visualization.",Photo,,,"12/15/2015 12:03:08 PM"," ",319,319,0,1046,1046,0,50,2,9,,1,2,9,,1,40,249,,14,39,,,19,230,,0,0,,,,,936,236,0,0,33,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1076212122442215,http://www.facebook.com/media/set/?set=ms.c.eJxFjdsNwDAMAjeqAvEr%7E_y%7E%3BWNFaJ%7E_TvBGSOD2PFMd6sHP1gYVQWBSTMSdkFPUqDOJF1gdUOOfZ9j%7E_AWnMfWWcRwhKasbFGjpxAudOyVY.bps.a.1076212122442215.1073741879.518995791497187&amp;type=1,"We were honored with visits from KTH Executive School and our KTH Alumni Network.",Photo,,,"12/15/2015 04:06:06 AM"," ",321,321,0,1085,1085,0,48,,11,,1,,12,,1,37,308,,9,37,,,11,297,,0,0,,,,,976,238,0,0,33,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1074279442635483,https://www.facebook.com/VisualizationStudio/posts/1074279442635483:0,"From Alexandre Gordo, one of our Game Design Students: 
&quot;Sweden is full of amazing experiences. Working with these people on the Computer Game Design course was for sure one of the best ones. Very hardworking and creative guys that helped me designing my first complete videogame &quot;Aschizocats&quot; 󾌱 
É do vosso conhecimento as minhas extraordinárias skills de programador e portanto o jogo está a &quot;crashar&quot; no Android, mas assim que estiver pronto... bem... preparem-se ahah&quot;",Photo,,,"12/11/2015 06:50:14 AM"," ",650,650,0,1670,1670,0,64,1,10,,,1,10,,,59,127,,31,39,,,60,67,,0,0,,,,,1329,412,0,0,39,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1074204919309602,https://www.facebook.com/VisualizationStudio/posts/1074204919309602:0,"Our Computer Game Design students present their wonderful final projects! Videos and more information coming soon! For the course page, please visit: https://www.kth.se/social/course/DH2650/",Photo,,,"12/11/2015 04:24:58 AM"," ",245,245,0,903,903,0,35,,8,,,,8,,,29,59,,1,29,,,1,58,,0,0,,,,,777,160,0,0,17,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1073848162678611,https://www.facebook.com/VisualizationStudio/posts/1073848162678611,"It was an honor to host the 2015 Road2Science today! More info: https://www.road2science.se/events/6",Photo,,,"12/10/2015 08:52:23 AM"," ",159,159,0,496,496,0,9,,3,,,,3,,,6,9,,3,3,,,6,3,,0,0,,,,,381,76,0,0,8,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1073370699393024,https://www.facebook.com/VisualizationStudio/posts/1073370699393024:0,"Preparing for tomorrow's event with Road2Science. More Info: https://www.road2science.se/events/6",Photo,,,"12/09/2015 06:43:25 AM"," ",254,254,0,958,958,0,28,,7,,,,7,,,22,40,2,2,20,,3,3,34,,0,0,,,,,832,171,0,0,16,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1073247462738681,https://www.facebook.com/VisualizationStudio/posts/1073247462738681:0,"We could try to describe what it feels like to have the studio serve so many people in so many ways at once (lecture, design, programming, group projects, and demos) but a picture will say it better!",Photo,,,"12/09/2015 01:37:32 AM"," ",884,884,0,2119,2119,0,113,,24,,1,,25,,1,99,207,,54,87,,,81,126,,1,1,1,,1,,1403,470,0,0,83,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1075489195847841,http://www.facebook.com/media/set/?set=ms.c.eJxNlVmuZDEIQ3fUCpAw7H9jneB3TX2UVDoyZkpyZcXZtTJP7vDQf%7E%3BIHqiRlrQ2QpesBCSMQPbLP8lE8j9xrABRBcFphZ0CbehI4wIQkQvQDJlAMsJdlFyu1AzAKZDnMYgnAOrZ0FikCb48UguiQzW53ATDtzfo8FrPcMT6F0fSgDhuFI2Q80O1i6d6FRdHD0dy07wcK9uJoTgkCm1NuLrQ9pv2w9khOPWCaowiA8aj22OwlsRdhYYm9zIASI5wDU9kKrQGdZZq7pT6FrQFQ2HdOl%7E%3BY5LSHYrThOgImpjqJDsj4gGPIeoABJAA%7E%3BRAVAcgp76%7E%3Bf8B3Ib4bsMFyGLMohjQt%7E%3B0L0L4xiyFEJ6SgYLeGSpWV4qyvM8ABggAjVI7QkHYGtDHTwywb50PosZFlBnQWAE2PAND09AhtXpjT27%7E%3BlERTAmKLbxTq8u%7E%3BWiwjcAl%7E_0Ojwk5UHAvuB5LCQKVTvuBLJkDoKApboMnuw08nzkeeD6Fu81%7E_LW2z0sLEFj0KChsFSndWWmhutl9vt%7E_teCgIUxuvxFvBC9Ae0gtfjrrk92O29S1B8We5b2%7E_C7yA%7E_0qfwo2iOCIAG%7E_0kVRB7u9oE3ZrSjq4PZF0YsxBA%7E_9FuswRYiMAmARYIRctuwesibTbgUYRZ9151l%7E%3BD2WDCUFze0IKgIUdmMaPAoDNHUzMYgAU7AXXQ3k9BN8G%7E%3B74NJQ4PpYejsOnWUZiysOgvsvIxkOjd3t%7E_ADpH4D6cvpYI%7E-.bps.a.1075489195847841.1073741878.518995791497187&amp;type=1,"The Advanced Graphics and Interaction students hosted our Visualization Studio VIC's 2015 Open House. We had a large crowd enjoying a dozen projects with smiles and cheers. Thank you for participating and we'll see you next year! For more information, please visit: https://www.kth.se/social/course/DH2413/page/agi15-open-house/",Photo,,,"12/04/2015 03:00:00 AM"," ",443,443,0,1239,1239,0,117,,28,,3,,33,,4,94,4342,,22,92,,,31,4311,,0,0,,,,,1192,398,0,0,71,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1070729789657115,https://www.facebook.com/VisualizationStudio/videos/1070729789657115/,"World, we present to you our hot-off-the-press student project ColorSplat! It is an augmented virtuality game where a physical ball turns into a virtual blob of paint with which you aim at moving targets. Just one of our nine new projects which we will present at our Open House tomorrow at 15:00 - 19:00. Please join us! The event is free and open to all ages. https://www.facebook.com/events/658200147655412/",Video,,,"12/03/2015 11:54:38 AM"," ",2273,2273,0,5196,5196,0,292,8,72,,9,9,97,,21,254,451,,126,49,167,,207,64,180,1,1,,1,,1,1348,368,0,0,92,41939,264,227,0,0,108606,0.9762,1,0.7926,0.6951,0.6091,0.5684,0.52,0.4908,0.4616,0.4224,0.3971,0.3671,0.3548,0.3487,0.3349,0.3195,0.3134,0.3134,0.3134,0.3057,0.3041,0.2995,0.2949,0.2926,0.2926,0.2826,0.2711,0.2665,0.2619,0.2581,0.2442,0.245,0.2465,0.2458,0.2465,0.245,0.2404,0.235,0.2028,0.1759,0.0253,1357,1021,0,0
518995791497187_1070146273048800,https://www.facebook.com/VisualizationStudio/videos/1070146273048800/,"World, we present to you our brand new project Spinnulator! It is a spinning simulator with Kinect tracking of the biker's skeleton, just one of the nine new projects we will be showing at our Open House on Friday, 3-7PM! Join us! It is free and open to everyone of all ages.",Video,,,"12/02/2015 05:51:39 AM"," ",1510,1510,0,3382,3382,0,179,5,60,,6,5,81,,7,145,287,,60,52,101,,100,67,120,0,0,,,,,1124,335,0,0,60,25220,338,252,0,0,32691,0.9301,0.9971,0.9957,1,0.9558,0.913,0.8716,0.8388,0.8074,0.7917,0.7646,0.7475,0.7218,0.7076,0.7033,0.6847,0.6719,0.6519,0.6377,0.6362,0.6262,0.622,0.6049,0.5949,0.5649,0.5492,0.5392,0.5335,0.525,0.5221,0.5207,0.5121,0.5064,0.495,0.485,0.4779,0.0799,,,,,720,497,0,0
518995791497187_1069681546428606,https://www.facebook.com/VisualizationStudio/posts/1069681546428606:0,"We are so ready to show you the future of interactive graphics on Friday, at our Open House 3-7PM",Photo,,,"12/01/2015 06:36:25 AM"," ",568,568,0,1354,1354,0,46,,20,,2,,22,,3,32,59,,10,29,,,12,47,,0,0,,,,,920,275,0,0,34,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1069171433146284,https://www.facebook.com/VisualizationStudio/posts/1069171433146284:0,"We say live long and prosper to our magical studio engineer Henrik as he joins the most exciting job user testing Paradox Interactive titles!",Photo,,,"11/30/2015 02:00:31 AM"," ",1091,1091,0,2282,2282,0,113,1,23,,1,1,26,,1,99,207,,60,90,,,93,114,,0,0,,,,,1210,417,0,0,78,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1067440973319330,https://www.facebook.com/VisualizationStudio/posts/1067440973319330:0,"Tommy Palm from Resolution Games capturing so much attention at our Game Design course. More info: http://www.resolutiongames.com/",Photo,,,"11/26/2015 06:28:59 AM"," ",471,471,0,1073,1073,0,66,1,9,,1,3,9,,2,61,82,9,16,43,,9,21,52,,0,0,,,,,834,285,0,0,43,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_658200147655412,https://www.facebook.com/events/658200147655412/,"Open House 2015",Status,,,"11/23/2015 06:59:50 AM"," ",284,284,0,697,697,0,72,,59,5,,,74,13,,9,9,,9,,,,9,,,0,0,,,,,525,179,0,0,40,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1066034313459996,https://www.facebook.com/VisualizationStudio/posts/1066034370126657,"Our students invite you to experience the future of interactive graphics in their 2015 Open House on Friday, December 4 from 15:00 to 19:00 at Visualization Studio VIC.",Photo,,,"11/23/2015 06:49:54 AM"," ",176,176,0,339,339,0,27,,7,,,,7,,,20,36,,2,20,,,4,32,,0,0,,,,,1,1,0,0,9,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1063314490398645,https://www.facebook.com/VisualizationStudio/posts/1063314490398645,"Visit from NT-gymnasiet in Jakobsberg.",Photo,,,"11/17/2015 06:55:14 AM"," ",241,241,0,679,679,0,13,,5,,,,5,,,9,10,,6,3,,,7,3,,0,0,,,,,463,107,0,0,12,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1061453760584718,https://www.facebook.com/VisualizationStudio/posts/1061453760584718:0,"Recording going on with Sweden's only astronaut, professor Christer Fuglesang. We'll tell you later what it'll be for...",Photo,,,"11/13/2015 04:15:44 AM"," ",494,494,0,1150,1150,0,46,,8,,,,8,,,42,73,,13,36,,,15,58,,0,0,,,,,823,276,0,0,28,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1061428027253958,https://www.facebook.com/VisualizationStudio/posts/1061428027253958,"The incredibly beautiful and vibrant Stockholm makes us proud again by trailblazing innovation and you bet our KTH students are a central part of it. Enjoy the weekend!",Link,,,"11/13/2015 02:44:45 AM"," ",2316,2316,0,5418,5418,0,147,1,58,,7,2,65,,9,100,149,66,52,,,72,77,,,0,0,,,,,1933,542,0,0,59,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1061023727294388,https://www.facebook.com/VisualizationStudio/posts/1061023743961053,"Multimodal interaction and interfaces students 2015 test YA3 as part of the lecture on mixed realities and tracking and wall and surface interaction. More info: http://ya3.philipshield.com/",Photo,,,"11/12/2015 04:16:04 AM"," ",194,194,0,326,326,0,48,,5,,1,,6,,1,44,69,,5,41,,,5,64,,0,0,,,,,39,19,0,0,27,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1059903044073123,https://www.facebook.com/VisualizationStudio/posts/1059903044073123,"Thrust Yourself is on display at the Dome of Visions SE on Wednesday, November 11, 2015, from 4 to 6 pm. Join us! 
More info: http://tinyurl.com/thrustyourself",Photo,,,"11/09/2015 12:44:18 PM"," ",179,179,0,433,433,0,3,,2,,,,2,,,1,2,,1,,,,2,,,0,0,,,,,294,73,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1059902190739875,https://www.facebook.com/VisualizationStudio/posts/1059902214073206,"Visualization Studio VIC's cover photo",Photo,,,"11/09/2015 12:40:38 PM"," ",17,17,0,17,17,0,21,,1,,,,1,,,20,25,,,20,,,,25,,0,0,,,,,0,0,0,0,11,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1058429024220525,https://www.facebook.com/VisualizationStudio/posts/1058429024220525,"We will be presenting our students' project Thrust Yourself at the Dome of Visions SE next Wednesday at 4PM. Join us!
For more info:
http://www.student.nada.kth.se/~etoh/ThrustYourself/",Link,,,"11/06/2015 08:42:02 AM"," ",195,195,0,436,436,0,7,,7,,,,7,,,0,0,,,,,,,,,0,0,,,,,289,90,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1058372237559537,https://www.facebook.com/VisualizationStudio/posts/1058372237559537,"Our friends at Visual Arena in Lindholmen are hosting a great visualization conference soon - Visual Forum 2015 on November 18. Get inspired, deepen your knowledge and make new connections with speakers, exhibitors and conference participants. Topics include augmented reality, virtual reality, autonomous systems, simulation, smart cities, gaming, connectivity and more. Visual Forum website and registration: http://visualforum.lindholmen.se/en",Link,,,"11/06/2015 05:54:47 AM"," ",542,542,0,1123,1123,0,23,,7,,,,7,,,18,28,17,6,,,17,11,,,0,0,,,,,810,328,0,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1058361190893975,https://www.facebook.com/VisualizationStudio/posts/1058361190893975,"Our Visualization Studio VIC spin off start up Flying Colors 3D on the front page of KTH.se!!!",Link,,,"11/06/2015 05:33:07 AM"," ",170,170,0,383,383,0,9,,8,,,,8,,,1,4,,1,,,,4,,,0,0,,,,,258,77,0,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1058091007587660,https://www.facebook.com/VisualizationStudio/videos/1058091007587660/,"Our Advanced Graphics and Interaction students blowing the socks off our brand new Multimodal Interaction and Interfaces students as part of our lecture",Video,,,"11/05/2015 02:39:34 PM"," ",2273,2273,0,4782,4782,0,248,,57,,6,,64,,7,216,398,,89,90,144,,117,115,166,0,0,,,,,1333,459,0,0,81,28266,255,205,0,0,60460,0.9274,1,0.9721,0.8426,0.7663,0.703,0.6592,0.5978,0.5615,0.5391,0.513,0.4981,0.4488,0.4218,0.4088,0.3911,0.3771,0.3603,0.3529,0.3436,0.3268,0.3194,0.3091,0.3026,0.297,0.2914,0.2831,0.2747,0.2737,0.2672,0.2663,0.2663,0.2533,0.2533,0.2449,0.243,0.243,0.2421,0.2374,0.2263,0.216,1094,852,0,0
518995791497187_1057437340986360,https://www.facebook.com/VisualizationStudio/videos/1057437340986360/,"Advanced Graphics and Interaction hIghlights from Comic Con Stockholm!",Video,,,"11/04/2015 01:00:00 PM"," ",1353,1353,0,2481,2481,0,73,,17,,1,,18,,1,61,94,,39,4,41,,45,5,44,0,0,,,,,1173,449,0,0,44,15767,121,112,0,0,26866,0.9229,0.9953,1,0.986,0.8481,0.7687,0.6963,0.6355,0.5981,0.5537,0.5093,0.4766,0.4486,0.4322,0.4299,0.4159,0.3995,0.3738,0.3481,0.3318,0.3224,0.3154,0.3061,0.2944,0.2921,0.2897,0.285,0.278,0.2687,,,,,,,,,,,,,432,367,0,0
518995791497187_1057429910987103,https://www.facebook.com/VisualizationStudio/posts/1057429910987103:0,"The Comic Con Stockholm effect: broke our post reach record by 10000%!!! And we only post 100% organic.:D",Photo,,,"11/04/2015 11:00:00 AM"," ",406,406,0,754,754,0,54,,10,,,,10,,,49,76,,15,42,,,22,54,,0,0,,,,,494,199,0,0,37,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1057425167654244,https://www.facebook.com/VisualizationStudio/posts/1057425167654244,"Our friends at Tekniska museet will have a special feature of our Visualization Studio VIC project &quot;Paint with the eyes&quot; tonight. Exciting times people!",Link,,,"11/04/2015 04:00:01 AM"," ",135,135,0,301,301,0,3,,2,,,,2,,,1,1,,1,,,,1,,,0,0,,,,,219,72,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1057422154321212,https://www.facebook.com/VisualizationStudio/posts/1057422154321212:0,"We are so looking forward to experience the out-of-this-world projects that our brand new students in Multimodal Interaction and Interfaces 2015 will create in the next few months!!! Welcome to our studio students!",Photo,,,"11/04/2015 02:03:26 AM"," ",485,485,0,1056,1056,0,70,3,22,,1,6,23,,2,57,101,,23,48,,,34,67,,0,0,,,,,635,232,0,0,49,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1056987441031350,https://www.facebook.com/VisualizationStudio/posts/1056987441031350,"Our spin off start up Flying Colors 3D joined us on Saturday at Comic Con Stockholm and shared fun moments with 3D artists and apprentices of all ages!",Photo,,,"11/03/2015 01:32:37 AM"," ",212,212,0,445,445,0,11,,8,,,,8,,,4,11,,4,,,,11,,,0,0,,,,,330,120,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1056974771032617,https://www.facebook.com/VisualizationStudio/posts/1056974814365946,"Advanced Graphics and Interaction 2015 students returning home from Comic Con Stockholm. Welcome!",Photo,,,"11/03/2015 12:32:55 AM"," ",229,229,0,381,381,0,55,,15,,1,,15,,1,42,78,,5,38,,,14,64,,0,0,,,,,26,14,0,0,27,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1055953494468078,http://www.facebook.com/media/set/?set=ms.c.eJxNmFuyLSkIRGfUgQoC859YuzNvJed3BfIWqVoW0XFiZdly6%7E%3B%7E%3BWP7DXOp6%7E_BQwSywQWJY7ABTglkAT5gbvdb9mNAZSQlZuUkJU0gJCO3D8%7E%3BTslKHkq4QAG4YqlFcAXoh8uPousmpdWQmFgaCTpXStsJpLSDQEq7fkpvfxJu9GMPoB87BBI64svpSzckVgpQx5KOxXx4CVwCFyiCL8m%7E_UbmbsrI3wUhQx5GOcyBxl0A8P7J7D8CRieXQ7JaE00oMYAonFg9IqHLPBIGC8yaQlaBjvgZAqSljPzvP04k2GJwpOLRltirn9xD8kfgd2V0jQSArif7YJdfT4di2AVA6tU2mcPJR9GOCq0uwBkCp%7E_tQrCeRH0%7E%3BWpXNPskdlGj%7E_07AH0a6tMwRhsl4AQjAT%7E_iRiIo8bkebMutysVqgjUAjtkfCShN6dhGiRRAtK9%7E_AkyQrQGUqAEwq3wE%7E_3SrT383%7E_emoieXQ070GQOkE50YJE3DqOAMgodZ%7E_HUMJKQ2DUl3TCNbFpCMKRzRy4hqBwr%7E_LQFaSEpqWwbZcastIXMLQrQzO0zXhZxLIj2R%7E%3BTCxFsz7gECiWpsSRBNuypgyNC7QmFs7TNbF0E3wZu8bgdgpgjr2WF0Cxl56Cyy5c6sK76McaCVxTLxPADPJsgaKOL2PvzYIOuwMgcXRkb0qEANrS1ZZ3o7Zvfg6gjrHC8I%7E%3BCP84jipYDdqmUl52cKuV1Jlmvx3VcoBedAI%7E%3BkHKHZJbNcBHzC5zxNzdMbzNiEH7hia8IPKtU1vffwyABUztoHwMpUP5HT1CW8bFybaDlxXbfyJrO%7E_JME%7E_TfXpLXhqGjmXA9ZtjtAPja3LeZqap5eNa2rc28jHmdp28sjnWBrB%7E%3BgNwpHIAlOqxeKsJJT4ruQhSYDMfWllyHwIp3c4jMrtR%7E%3Batn7bnII5I4mxIxABJ7jtAPvQ0P4IhGTnL0XY2%7E_9CSQlSAYxwKtbbYFmkA68CJbj%7E_tJUAMOgcLPIFAsScdCSgsD5SxlvTaB%7E%3BCiHjsl6oR2utuDk6LsafQ9Ah40EddyRQMNsNczPjR%7E%3BQCH6zBkr1JNVixrSNP4Aj%7E_UVbLPZWTn%7E%3BLxe%7E_I%7E%3BKhNs3pfngQck%7E_vFkRMaOW%7E_gE6wBOLJdICkhs3waY2LxQ%7E_AjAR16X8qDEl%7E%3BWizNo%7E_wC6rpFTwWjdBkCphnShg2xWhWIHlTqouAaG1sDiGhhaA%7E_ui17cW%7E_OJ7G3pvf%7E_sYJBQtx9bsDpV0fcn1Mvih21AY%7E_09CZtmWW21ZXBRDi2JxSoWmVHEv3FqdqhD%7E_wx%7E%3BA54qVom2DY7MqtFEiRuJSogRYbM2x1%7E_o4ogW%7E_Fz1d0sElb%7E_WA4pGvts2dLlSo3sj6bAbNseWqXG%7E%3Bq0OPZ%7E%3BFyZ3eFtGwAqVHNsLY2tPtSh17QdrrvGRbNxXY3bbNxS4zYb12t0UKnmR7OTZ5l4AEcmH8Gs2wBmXXMd8%7E_EHZDaY06Mj%7E%3BKyeZeJ9yRCoUL81wWyWib6Y2u8r4AMJ13NiKfT67A5v1EIiR4KO6c51G4Ey1nRMc72bjpkca6ZwXGef5vRp0%7E_z9J%7E%3BHWQtblm0EP4Gbn9%7E%3B3yQFLCPrDgmJWOLDSdf2vPD0AipYMD1r4Be41fJ24DkEK9%7E_w80QQ2Aji%7E_W3xF4ehTLOTwixxw3KpeU8htZfzd%7E_3wSUuB%7E%3Bggna%7E_Be0B3P209T9w16NB.bps.a.1055953494468078.1073741877.518995791497187&amp;type=1,"Students of Advanced Graphics and Interaction at KTH Royal Institute of Technology present their course projects at Comic Con Stockholm as part of their course examination. For more information, please visit:
https://www.kth.se/social/course/DH2413/page/agi15-comic-con-gamex/",Photo,,,"10/31/2015 02:40:04 PM"," ",1470,1470,0,3769,3769,0,233,4,43,,7,4,57,,11,204,9409,3,85,186,,3,172,9234,,1,1,1,,1,,1272,359,0,0,78,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1055770027819758,https://www.facebook.com/VisualizationStudio/videos/1055770027819758/,"Our report from Saturday at Comic Con Stockholm: our students have not stopped exhibiting for a single minute since 10:00 and people are having a great time!",Video,,,"10/31/2015 05:21:43 AM"," ",1095,1095,0,2089,2089,0,37,,10,,1,,11,,1,31,46,,12,1,23,,21,1,24,0,0,,,,,967,323,0,0,19,38552,22,20,0,0,168798,1,0.9207,0.689,0.5854,0.4573,0.4207,0.3598,0.2805,0.2744,0.2683,0.2439,0.2439,0.2195,0.2073,0.1951,0.189,0.189,0.189,0.1829,0.1768,0.1768,0.1707,0.1646,0.1585,0.1402,0.1463,0.1402,0.1402,0.122,0.1341,0.1463,0.1524,0.1524,0.1402,0.1341,0.1341,0.1341,0.1341,0.1341,0.1341,0.1098,187,148,0,0
