518995791497187_1042778775785550,https://www.facebook.com/VisualizationStudio/posts/1042779539118807:0,"ForskarFredag 2015",Photo,,,"09/24/2015 11:47:00 PM"," ",0,0,0,0,0,0,23,,,,,,,,,23,39,,,23,,,,39,,0,0,,,,,0,0,0,0,16,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1042778402452254,http://www.facebook.com/media/set/?set=ms.c.eJwzNDAxMje3MDOwNDS0sDQw0DOEClgamZgaGRmZAgBxkwaw.bps.a.1042778402452254.1073741876.518995791497187&amp;type=1,"The advanced graphics and interaction 2015 students presented six wonderful works-in-progress at ForskarFredag 2015. For more information, please visit: https://www.kth.se/social/course/DH2413/page/forskarfredag-2015/",Photo,,,"09/24/2015 11:45:00 PM"," ",726,726,0,1915,1915,0,118,1,21,,3,1,38,,3,104,1753,3,46,97,,3,72,1678,,0,0,,,,,1260,389,0,0,76,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1042778435785584,https://www.facebook.com/VisualizationStudio/posts/1042779589118802:0,"ForskarFredag 2015",Photo,,,"09/24/2015 11:44:00 PM"," ",24,24,0,37,37,0,39,,2,,,,2,,,38,99,,1,37,,,8,91,,0,0,,,,,1,1,0,0,27,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1042778892452205,https://www.facebook.com/VisualizationStudio/posts/1042779605785467:0,"ForskarFredag 2015",Photo,,,"09/24/2015 11:36:00 PM"," ",0,0,0,0,0,0,23,,,,,,,,,23,38,,,23,,,,38,,0,0,,,,,0,0,0,0,17,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1042778585785569,https://www.facebook.com/VisualizationStudio/posts/1042779575785470:0,"ForskarFredag 2015",Photo,,,"09/24/2015 10:51:00 PM"," ",0,0,0,0,0,0,30,,,,,,,,,30,52,,,30,,,,52,,0,0,,,,,0,0,0,0,22,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1040039556059472,https://www.facebook.com/VisualizationStudio/videos/1040039556059472/,"We are *so* ready to wow you! Join us at ForskarFredag!",Video,,,"09/24/2015 10:40:09 AM"," ",492,492,0,1096,1096,0,42,1,14,,2,1,15,,3,32,42,,24,,13,,28,,14,0,0,,,,,591,206,0,0,27,29922,53,36,0,0,64953,0.9653,1,0.9505,0.7624,0.6436,0.5792,0.5297,0.4802,0.4703,0.4505,0.4208,0.401,0.3713,0.3713,0.3663,0.3515,0.3267,0.3267,0.3168,0.3168,0.3119,0.3069,0.297,0.2822,0.2723,0.2574,0.2723,0.2822,0.2871,0.2871,0.2772,0.2723,0.2673,0.2624,0.2624,0.2624,0.2723,0.2723,0.2624,0.2624,0.2624,210,150,0,0
518995791497187_1042778885785539,https://www.facebook.com/VisualizationStudio/posts/1042779592452135:0,"ForskarFredag 2015",Photo,,,"09/24/2015 10:29:00 AM"," ",3,3,0,3,3,0,30,,,,,,,,,30,69,,,30,,,,69,,0,0,,,,,3,3,0,0,23,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1039870799409681,https://www.facebook.com/VisualizationStudio/posts/1039870799409681:0,"The economist Nils-Göran Olve discusses business models and large IT-investments.",Photo,,,"09/24/2015 07:00:57 AM"," ",173,173,0,361,361,0,21,,,,,,,,,21,43,,5,21,,,5,38,,0,0,,,,,313,131,0,0,15,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1039923542737740,https://www.facebook.com/VisualizationStudio/posts/1039923542737740,"VR motion pictures anyone?",SharedVideo,,,"09/24/2015 04:36:55 AM"," ",366,366,0,786,786,0,34,,6,,,,6,,,32,45,,32,,,,45,,,0,0,,,,,613,239,0,0,30,31677,30,29,0,0,56033,0.8889,1,1,0.9316,0.8462,0.8205,0.7692,0.6923,0.6752,0.6325,0.6154,0.5897,0.5726,0.547,0.4957,0.4701,0.4444,0.4444,0.4274,0.3932,0.3932,0.3932,0.3675,0.3675,0.3675,0.359,0.359,0.3675,0.359,0.3419,0.3419,0.3333,0.3333,0.3248,0.3248,0.2991,0.2821,0.2821,0.2564,0.2564,0.2393,117,96,0,0
518995791497187_1039867802743314,https://www.facebook.com/VisualizationStudio/videos/1039867802743314/,"An AR preview of what you will see tomorrow at ForskarFredag in Debaser Medborgarplatsen!
For more information, please visit: https://www.kth.se/social/course/DH2413/page/forskarfredag-2015/",Video,,,"09/24/2015 12:45:52 AM"," ",1064,1064,0,2223,2223,0,94,1,35,,3,2,44,,5,71,98,3,33,2,42,4,40,4,50,0,0,,,,,358,127,0,0,28,20358,265,237,0,0,32293,0.9309,0.9949,1,0.9898,0.9233,0.8517,0.7775,0.7174,0.6611,0.6164,0.5908,0.5857,0.5652,0.5473,0.5358,0.5179,0.5026,0.4859,0.4668,0.4527,0.4361,0.4309,0.4194,0.4169,0.4118,0.399,0.3849,0.3798,0.3708,0.3645,0.3581,0.3568,0.3529,0.3465,0.3402,0.3286,0.3171,,,,,797,647,0,0
518995791497187_1039209286142499,https://www.facebook.com/VisualizationStudio/posts/1039209286142499,"Today we had the pleasure to welcome four technology journalists as part of the programme for Association of Space Explorer's congress at KTH, ASE15 http://www.ase2015.se/.

We encourage you to follow them via twitter (or the social media of your choice).

Rob Drysdale @projmgr                                    
Karen Lopez    @datachick     
Joachim Baptist @justbe74
Alexandra von Eckartsberg @starlingLX",Link,,,"09/22/2015 09:18:16 AM"," ",267,267,0,643,643,0,10,,2,,,,2,,,8,12,2,8,,,2,10,,,0,0,,,,,583,219,0,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1039157032814391,https://www.facebook.com/VisualizationStudio/posts/1039157032814391,"More photos from the C Awards. Thank you for hosting and sharing!",Photo,,,"09/22/2015 06:58:56 AM"," ",224,224,0,558,558,0,10,,2,,,,2,,,8,10,,8,,,,10,,,1,1,1,,1,,482,167,0,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1038986316164796,https://www.facebook.com/VisualizationStudio/posts/1038986316164796:0,"Why are there 100 astronauts at KTH Royal Institute of Technology?
https://www.kth.se/en/forskning/artiklar/why-100-astronauts-are-coming-to-kth-1.591998",Photo,,,"09/21/2015 11:56:09 PM"," ",2325,2325,0,4175,4175,0,205,1,59,,2,1,59,,2,169,330,42,86,120,,44,134,152,,0,0,,,,,1129,445,0,0,97,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1038444406218987,https://www.facebook.com/VisualizationStudio/posts/1038444406218987,"A few photos from ForskarFredag 2014. Join us this Friday at Debaser Medborgarplatsen 3rd floor stage and help shape the future of advanced graphics and interaction 2015!",Photo,,,"09/21/2015 12:14:49 AM"," ",95,95,0,273,273,0,4,,1,,,,1,,,3,3,,1,2,,,1,2,,0,0,,,,,236,64,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_566167160198384,https://www.facebook.com/events/566167160198384/,"ForskarFredag 2015",Status,,,"09/19/2015 02:44:00 AM"," ",162,162,0,407,407,0,35,1,26,2,,1,29,7,,9,10,,9,,,,10,,,0,0,,,,,367,130,0,0,19,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1037010106362417,https://www.facebook.com/VisualizationStudio/posts/1037010216362406,"Visualization Studio VIC's cover photo",Photo,,,"09/18/2015 01:49:58 AM"," ",17,17,0,23,23,0,32,,5,,,,5,,,27,83,,,27,,,,83,,0,0,,,,,0,0,0,0,18,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1037009073029187,https://www.facebook.com/VisualizationStudio/posts/1037009073029187,"Visualization Studio VIC shared C Awards's photo.",Photo,,,"09/18/2015 01:45:16 AM"," ",294,294,0,657,657,0,35,1,2,,,1,2,,,33,57,1,28,6,,1,50,6,,1,1,1,,1,,564,226,0,0,34,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1036988336364594,https://www.facebook.com/VisualizationStudio/posts/1036988336364594,"Mario accepted best business opportunity and people's choice C Awards on behalf of Course Voyager and Tidebanan, respectively. Please, join us in congratulating them and Tweemojiworld, Skylike, and Speakasso! They went above and beyond academic requirements.",Photo,,,"09/18/2015 12:31:33 AM"," ",1412,1412,0,2888,2888,0,108,6,73,,4,6,78,,5,51,82,,48,9,,,73,9,,0,0,,,,,984,356,0,0,57,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1036812963048798,https://www.facebook.com/VisualizationStudio/posts/1036812963048798:0,"Final Result: three C Awards for Visualization Studio VIC! Best Public Magnet for Speakasso; Best business opportunity for Course Voyager; Popular Vote for Tidebanan. Please, join me in congratulating our students! They worked really, really hard. For more information, please visit: https://www.kth.se/social/course/DH2321/page/c-awards/",Photo,,,"09/17/2015 02:31:12 PM"," ",2855,2855,0,5843,5843,0,157,2,66,,7,3,89,,16,114,212,4,65,62,,4,117,91,,1,1,1,,1,,1004,362,0,0,67,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1036784466384981,https://www.facebook.com/VisualizationStudio/videos/1036784466384981/,"Best Public Magnet at C Awards 2015: Speakasso!",Video,,,"09/17/2015 12:40:04 PM"," ",1182,1182,0,2675,2675,0,151,8,69,,2,8,79,,4,116,187,1,104,,31,1,152,,34,0,0,,,,,881,347,0,0,54,24771,115,111,0,0,70618,0.9275,1,0.9219,0.7695,0.6803,0.5558,0.4888,0.4368,0.3959,0.3625,0.3216,0.3141,0.2825,0.2528,0.2361,0.2305,0.2175,0.2119,0.2045,0.2063,0.1952,0.1989,0.1859,0.1822,0.1933,0.1933,0.2063,0.1952,0.2045,0.2045,0.21,0.2175,0.2212,0.2249,0.223,0.2212,0.2156,0.2156,0.2138,0.2119,0.2082,552,457,0,0
518995791497187_1036753626388065,https://www.facebook.com/VisualizationStudio/posts/1036753626388065,"Skylike at the C Awards!",Photo,,,"09/17/2015 10:49:40 AM"," ",212,212,0,452,452,0,25,,4,,,,4,,,22,27,,16,6,,,21,6,,0,0,,,,,382,163,0,0,24,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1036703283059766,https://www.facebook.com/VisualizationStudio/posts/1036703283059766:0,"We have arrived at the C Awards!",Photo,,,"09/17/2015 09:30:07 AM"," ",144,144,0,345,345,0,17,,,,,,,,,17,29,,5,16,,,7,22,,0,0,,,,,298,109,0,0,14,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1036701756393252,https://www.facebook.com/VisualizationStudio/posts/1036701756393252,"We have arrived at the C Awards!",Photo,,,"09/17/2015 09:24:27 AM"," ",429,429,0,986,986,0,66,,19,,1,,22,,3,52,86,,42,12,,,74,12,,0,0,,,,,531,205,0,0,46,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1036471319749629,https://www.facebook.com/VisualizationStudio/posts/1036471319749629,"Today we remember our friend and excellent researcher Tim Campbell (May 15, 1989 - September 15, 2015). Tim pioneered work in wearable and haptic interfaces. http://timbcampbell.com/",Link,,,"09/17/2015 12:40:48 AM"," ",429,429,0,1024,1024,0,49,1,,,,1,,,,48,63,42,12,,,46,17,,,0,0,,,,,984,402,0,0,48,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1036041153125979,https://www.facebook.com/VisualizationStudio/posts/1036041153125979,"Imagine spending about 15% of your resting metabolism just on vision! Research from Lund University measuring the energy cost of seeing shows that it is not cheap.",Link,,,"09/16/2015 03:18:48 AM"," ",155,155,0,374,374,0,3,,,,,,,,,3,3,2,1,,,2,1,,,0,0,,,,,339,132,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1035671006496327,https://www.facebook.com/VisualizationStudio/posts/1035671006496327,"For the first time ever, KTH Royal Institute of Technology has been ranked among the elite list of the world's top 100 universities (QS World University Rankings 2015).",Link,,,"09/15/2015 07:44:13 AM"," ",794,794,0,1508,1508,0,75,,21,,,,21,,,59,65,41,21,,,43,22,,,0,0,,,,,954,423,0,0,59,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1033136343416460,https://www.facebook.com/VisualizationStudio/videos/1033136343416460/,"This is the new version of our studio spin off Flying Colors 3D. WE ARE SO PROUD! Try it out for free at http://itunes.apple.com/app/id943250282.",Video,,,"09/11/2015 02:12:55 AM"," ",1661,1661,0,3374,3374,0,170,5,65,,12,5,92,,32,119,169,13,55,1,74,14,71,2,82,0,0,,,,,710,209,0,0,46,29740,181,168,0,0,72200,0.9364,1,0.8901,0.729,0.6557,0.6085,0.5757,0.5178,0.46,0.4436,0.4185,0.4069,0.379,0.3684,0.3684,0.3626,0.3529,0.3433,0.3259,0.3086,0.3076,0.3038,0.2989,0.2922,0.2864,0.2816,0.271,0.2671,0.2584,0.244,0.2363,0.2247,0.217,0.2141,0.2102,0.2073,0.1986,0.189,0.1736,0.161,0.1485,1066,809,0,0
518995791497187_1033114650085296,https://www.facebook.com/VisualizationStudio/posts/1033114650085296,"The new Flying Colors 3D!",Link,,,"09/11/2015 12:37:39 AM"," ",385,385,0,878,878,0,25,,6,,,,6,,,22,28,11,13,,,12,16,,,0,0,,,,,772,314,0,0,24,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1033112860085475,https://www.facebook.com/VisualizationStudio/posts/1033112860085475,Masterful!,Link,,,"09/11/2015 12:25:35 AM"," ",699,699,0,1568,1568,0,39,,12,,1,,12,,1,36,42,10,27,,,10,32,,,0,0,,,,,758,298,0,0,29,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1032609096802518,https://www.facebook.com/VisualizationStudio/posts/1032609096802518,"So, so relevant!",Link,,,"09/10/2015 12:10:04 AM"," ",800,800,0,1643,1643,0,42,4,16,,1,6,17,,2,30,42,21,13,,,23,19,,,0,0,,,,,623,263,0,0,25,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1032610323469062,https://www.facebook.com/VisualizationStudio/posts/1032610930135668:0,"10Th Annual Fireworks Concert at KTH Royal Institute of Technology.",Photo,,,"09/09/2015 12:00:00 PM"," ",31,31,0,52,52,0,26,,6,,,,6,,,21,49,,1,20,,,1,48,,0,0,,,,,0,0,0,0,16,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1032050000191761,http://www.facebook.com/media/set/?set=ms.c.eJw9zMkNADAIA7CNqgRIofsvVqkHXz9MuEGgZqmCNvhgukzIaihwMcMb8kJ8sDgHfAPCyRCp.bps.a.1032050000191761.1073741875.518995791497187&amp;type=1,"We have begun our advanced graphics and interaction race of 2015 with very ambitious proposals!",Photo,,,"09/09/2015 12:34:00 AM"," ",730,730,0,1611,1611,0,105,,10,,1,,11,,1,98,628,,58,82,,,102,526,,0,0,,,,,892,317,0,0,62,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1031505990246162,https://www.facebook.com/VisualizationStudio/posts/1031505990246162,"We have eight nominations to the C Awards! Please join us in congratulating our students and don't forget to vote: http://www.cawards.se/rosta/
Best Business Opportunities: Tweemojiworld, Course Voyager
Best Interaction: Skylike
Creative Technical Application: Skylike, Speakasso
Next Public Magnet: Skylike, Speakasso
Technical Excellence: Speakasso",Link,,,"09/08/2015 04:29:00 AM"," ",117,117,0,301,301,0,16,,7,,1,,8,,1,12,14,,12,,,,14,,,0,0,,,,,244,73,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1031436793586415,https://www.facebook.com/VisualizationStudio/posts/1031436793586415:0,"Last Friday our student project Tidebanan opened as a permanent exhibit at Stockholm's Transport Museum, Spårvägsmuseet. Congratulations!
http://sparvagsmuseet.sl.se/article/tidebanan-en-interaktiv-utstallning-om-tunnelbanan-2/",Photo,,,"09/08/2015 12:39:44 AM"," ",964,964,0,2045,2045,0,80,2,27,,3,2,29,,3,59,112,7,33,38,,8,48,56,,0,0,,,,,713,283,0,0,35,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1030854306977997,https://www.facebook.com/VisualizationStudio/posts/1030854306977997,"Stephen Hawking gives farewell to KTH at our old reactor hall with several of our top researchers and achievers.",Photo,,,"09/07/2015 12:48:24 AM"," ",932,932,0,1672,1672,0,90,,12,,,,12,,,81,117,,64,19,,,98,19,,0,0,,,,,988,435,0,0,63,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1029916220405139,https://www.facebook.com/VisualizationStudio/posts/1029916220405139,"We just activated a fantastic combo: two museum exhibits and a very successful master thesis defense by our student Xiaopeng Li.",Photo,,,"09/05/2015 12:34:15 AM"," ",194,194,0,413,413,0,17,,4,,,,4,,,14,19,,14,2,,,17,2,,0,0,,,,,300,116,0,0,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1029700363760058,https://www.facebook.com/VisualizationStudio/posts/1029700363760058,"Proud of our students again in the opening of our second museum experience this week!",Photo,,,"09/04/2015 11:55:51 AM"," ",198,198,0,377,377,0,13,,3,,,,3,,,10,24,,10,3,,,21,3,,0,0,,,,,297,135,0,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1029472883782806,https://www.facebook.com/VisualizationStudio/posts/1029472883782806,"We're on TV!",Link,,,"09/04/2015 01:16:04 AM"," ",1044,1044,0,1920,1920,0,43,,27,,2,,32,,2,24,28,19,6,,,19,9,,,0,0,,,,,779,371,0,0,26,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1029300527133375,https://www.facebook.com/VisualizationStudio/posts/1029300527133375,"Forma i Luften at Tekniska museet! People can sculpt a volume of air and see, hear, and feel what they are doing. It is accessible to people with mobility, hearing, and seeing impairments and it is sized for children. If you stop by Stockholm's Tekniska Museet, please visit!",Photo,,,"09/03/2015 02:21:04 PM"," ",579,579,0,1147,1147,0,59,,30,,3,,34,,4,34,42,,24,12,,,30,12,,0,0,,,,,640,284,0,0,38,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1029073713822723,https://www.facebook.com/VisualizationStudio/posts/1029073713822723,"We're on the front page of KTH CSC's Numera newsletter! Yay!!!",Link,,,"09/03/2015 04:28:34 AM"," ",185,185,0,417,417,0,10,,4,,,,4,,,7,10,6,1,,,6,4,,,0,0,,,,,341,132,0,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1030866236976804,https://www.facebook.com/VisualizationStudio/posts/1030866533643441:0,"We created the permanent museum exhibit Forma i luften, shaping the air, at the Museum of Science and Technology of Stockholm. People can sculpt a volume of air and see, hear, and feel what they are doing. It is accessible to people with mobility, hearing, and seeing impairments and it is sized for children. If you stop by Stockholm's Tekniska museet, please visit!",Photo,,,"09/03/2015 03:00:00 AM"," ",12,12,0,16,16,0,17,,2,,,,2,,,16,35,,1,15,,,1,34,,0,0,,,,,2,1,0,0,10,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518995791497187_1026068170789944,https://www.facebook.com/VisualizationStudio/posts/1026068170789944,"This week we are featuring our student projects competing at the C Awards. Fifth up and final project: Tweemojiworld. Send your votes to your favorite project at the link below!

http://www.cawards.se/rosta/",Link,,,"08/28/2015 12:13:33 AM"," ",636,636,0,1327,1327,0,19,,8,,,,8,,,14,19,7,9,,,7,12,,,0,0,,,,,746,277,0,0,15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1025468077516620,https://www.facebook.com/VisualizationStudio/posts/1025468077516620,"This week we are featuring our student projects competing at the C Awards. Fourth up: Tidebanan. Send your votes to your favorite project at the link below!

http://www.cawards.se/rosta/",Link,,,"08/27/2015 12:29:32 AM"," ",1347,1347,0,3236,3236,0,77,2,13,,3,2,13,,3,70,85,20,54,,,22,63,,,0,0,,,,,947,359,0,0,29,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1025094997553928,https://www.facebook.com/VisualizationStudio/posts/1025094997553928,"Professor Makoto Tsubokura, PhD, from Kobe University and RIKEN/AICS will be giving a talk at 10:00-11:00 on August 31 in the Visualization Studio. This talk is open to visitors and concerns simulating vehicle aerodynamics on the K supercomputer!

View a video related to the talk here:
https://www.youtube.com/watch?v=HsUp0V_HqEY",Link,,,"08/26/2015 06:26:09 AM"," ",136,136,0,343,343,0,4,,3,,,,3,,,1,1,,1,,,,1,,,0,0,,,,,266,77,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1025008174229277,https://www.facebook.com/VisualizationStudio/posts/1025008174229277,"This week we are featuring our student projects competing at the C Awards. Third up: Speakasso. Send your votes to your favorite project at the link below!

http://www.cawards.se/rosta/",Link,,,"08/26/2015 01:41:51 AM"," ",753,753,0,1642,1642,0,27,,8,,,,8,,,20,26,9,15,,,9,17,,,0,0,,,,,941,333,0,0,22,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1024479390948822,https://www.facebook.com/VisualizationStudio/posts/1024479390948822,"We are so proud to announce that our work will become a permanent exhibit at Tekniska museet by the name Forma i Luften as part of the new exhibit Mega Mind! https://www.youtube.com/watch?v=Z3fRVxdqrsY",Link,,,"08/25/2015 05:59:49 AM"," ",2921,2921,0,6571,6571,0,131,1,80,,4,1,97,,5,67,81,35,34,,,37,44,,,0,0,,,,,1228,367,0,0,53,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1024391317624296,https://www.facebook.com/VisualizationStudio/posts/1024391317624296,"This week we are featuring our student projects competing at the C Awards. Send your votes to your favorite project! Second up: Skylike.",Link,,,"08/25/2015 12:59:33 AM"," ",825,825,0,1755,1755,0,37,,13,,3,,15,,3,30,36,8,24,,,8,28,,,1,1,,1,,1,951,361,0,0,33,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1024081050988656,https://www.facebook.com/VisualizationStudio/posts/1024081050988656,"Stephen Hawking presenting quantum black holes at KTH Royal Institute of Technology at this very moment!",Photo,,,"08/24/2015 10:09:39 AM"," ",546,546,0,1031,1031,0,84,,19,,,,19,,,68,104,2,63,9,,2,92,10,,0,0,,,,,723,307,0,0,76,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1023788867684541,https://www.facebook.com/VisualizationStudio/posts/1023788867684541,"This week we will feature our student projects competing at the C Awards in order of appearance at the competition website. Send your votes to your favorite project! First up: Course Voyager.",Link,,,"08/24/2015 12:42:54 AM"," ",776,776,0,1523,1523,0,27,,8,,2,,9,,3,21,35,8,14,,,8,27,,,0,0,,,,,794,316,0,0,21,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1022254364504658,https://www.facebook.com/VisualizationStudio/posts/1022254364504658,"We are so proud to announce that our students have taken their subway history visualization project to &quot;museum strength&quot; level and will be exhibiting at Stockholm's Transportation Museum, Spårvägsmuseet. Here is the invitation to the vernissage. Please, join us!",Link,,,"08/21/2015 05:14:13 AM"," ",203,203,0,408,408,0,13,,7,,,,7,,,6,6,,6,,,,6,,,0,0,,,,,248,93,0,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1021259777937450,https://www.facebook.com/VisualizationStudio/posts/1021259777937450,"Please, support our students by voting for your favorite project at the C Awards. Thanks!",Link,,,"08/19/2015 03:51:26 AM"," ",228,228,0,510,510,0,11,,2,,,,2,,,10,12,7,3,,,8,4,,,0,0,,,,,454,181,0,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
518995791497187_1099456433451117,https://www.facebook.com/VisualizationStudio/posts/1099456433451117,"Visualization Studio VIC was mentioned in a post.",,,,"01/26/2016 08:11:42 AM"," ",,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
